"","budget","release_date","sw_lang_en","sw_tagline","release_month","seasonality","countries_cnt","lang_RU","actor0_movies_cnt","actor1_movies_5y_cnt","sw_female_actor0","sw_male_actor0","actor0_prev_revenue","director_movies_cnt","genre_fantasy","genre_horror","genre_history","genre_crime","genre_mystery","genre_family","depart_Art","depart_Custom_Mkup","depart_Lighting","depart_Visual_Effects","depart_Camera_female","depart_Directing_female","depart_Production_female","depart_Writing_female"
"6408",0,"16/09/1998",0,0,9,-37667937,2,0,1,1,"0","1","NULL",2,0,0,0,0,0,0,"0","0","0","0","0","1","2","1"
"6409",2115000,"31/03/1950",1,0,3,-7149862,1,0,1,1,"1","0","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6410",2e+07,"25/01/2007",1,1,1,-50746591,1,0,6,1,"0","1","391081192",1,0,0,0,0,0,0,"2","0","0","0","0","0","2","0"
"6411",3e+07,"22/11/1991",1,1,11,31944703,1,0,5,6,"0","1","25147055",0,1,1,0,0,0,0,"2","0","0","0","0","0","0","1"
"6412",7e+07,"08/12/2004",1,1,12,32322910,2,0,5,3,"0","1","333011068",14,0,0,0,0,0,0,"5","2","0","0","0","1","0","0"
"6413",5.2e+07,"22/11/1995",1,1,11,31944703,2,0,19,5,"0","1","152368585",10,0,0,0,1,0,0,"1","0","0","0","0","0","2","0"
"6414",7e+06,"25/12/2016",1,0,12,32322910,1,0,18,7,"1","0","356296601",2,0,0,0,0,0,0,"4","11","0","0","0","0","3","0"
"6415",1e+07,"03/01/2013",1,1,1,-50746591,1,0,23,1,"0","1","457363168",0,0,0,0,0,0,0,"4","5","3","4","0","0","0","0"
"6416",12700000,"30/05/2014",1,1,5,21757736,1,0,30,4,"0","1","347434178",0,0,0,0,0,0,0,"3","4","0","2","0","0","1","0"
"6417",3e+07,"24/09/2013",1,1,9,-37667937,1,0,31,6,"0","1","232324128",1,0,0,0,1,0,0,"3","3","0","0","0","0","0","0"
"6418",0,"28/08/1987",0,0,8,-33273015,1,0,0,0,"1","0","NULL",0,0,0,0,0,0,0,"2","3","0","0","0","0","0","0"
"6419",1.2e+07,"27/11/2007",1,1,11,31944703,2,0,2,0,"0","1","NULL",0,0,1,0,1,0,0,"3","2","0","0","0","0","2","0"
"6420",9e+06,"22/10/1999",1,0,10,-28659422,1,0,4,0,"1","0","28215918",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6421",2.4e+07,"12/07/1991",1,1,7,40981593,1,0,6,4,"0","1","505000000",0,0,0,0,1,0,0,"2","0","0","0","0","1","0","0"
"6422",3e+06,"30/01/1999",1,1,1,-50746591,1,0,4,2,"1","0","5624282",0,0,0,0,0,0,0,"3","6","0","0","1","1","3","0"
"6423",7500000,"22/12/2005",0,0,12,32322910,3,0,2,0,"0","1","20000000",3,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6424",812000,"22/10/1941",1,1,10,-28659422,1,0,0,0,"NULL","NULL","NULL",2,0,0,0,0,0,1,"0","0","0","3","0","0","0","0"
"6425",0,"02/11/2016",0,0,11,31944703,2,0,5,0,"0","1","36144000",0,0,0,1,0,0,0,"1","1","0","0","0","0","0","0"
"6426",1.44e+08,"14/07/2016",1,1,7,40981593,1,0,17,11,"1","0","362000072",3,1,0,0,0,0,0,"11","18","3","10","0","1","2","1"
"6427",8e+07,"17/12/1999",1,0,12,32322910,1,0,13,1,"0","1","218613188",2,0,0,0,0,0,1,"1","0","0","9","0","0","3","0"
"6428",0,"24/06/1983",1,1,6,74205073,1,0,2,1,"0","1","20045115",0,0,0,0,0,0,0,"1","3","0","0","0","0","0","0"
"6429",0,"24/04/2010",1,1,4,-28405871,3,0,0,0,"0","1","NULL",0,0,0,0,0,0,0,"1","2","0","0","0","0","2","0"
"6430",6e+06,"13/02/1987",1,1,2,-15309317,1,0,2,2,"0","1","37803872",0,1,0,0,0,0,0,"0","0","0","0","0","0","2","0"
"6431",2e+06,"22/08/2012",1,1,8,-33273015,1,0,12,2,"1","0","29907685",0,0,0,0,0,0,0,"4","5","0","0","0","0","0","0"
"6432",4e+07,"25/12/2007",1,1,12,32322910,3,0,1,2,"0","1","NULL",2,1,0,0,0,0,1,"0","0","1","1","0","0","0","0"
"6433",3.5e+07,"23/02/2012",1,1,2,-15309317,1,0,21,8,"0","1","219076518",2,0,0,0,0,0,0,"2","1","0","0","0","0","0","0"
"6434",1.6e+07,"04/02/2011",1,1,2,-15309317,1,0,2,3,"1","0","86658558",0,0,1,0,0,0,0,"1","0","0","0","0","0","1","0"
"6435",2e+07,"02/04/2010",1,1,4,-28405871,1,0,3,1,"0","1","90508336",5,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6436",0,"20/12/1991",1,1,12,32322910,1,0,8,1,"0","1","126297830",1,0,0,0,0,0,0,"0","0","0","0","0","0","2","2"
"6437",5.5e+07,"27/10/1994",1,1,10,-28659422,2,0,11,1,"0","1","152368585",0,0,0,0,0,0,0,"4","2","2","0","0","0","1","0"
"6438",0,"11/05/2005",0,0,5,21757736,1,0,2,2,"1","0","60427839",1,0,0,0,0,1,0,"0","0","0","0","0","0","0","0"
"6439",0,"28/06/2000",0,0,6,74205073,1,0,0,0,"0","0","NULL",0,0,0,0,1,0,0,"0","0","0","0","0","1","0","1"
"6440",6e+07,"19/12/2002",1,1,12,32322910,2,0,13,3,"1","0","218613188",0,0,0,0,0,0,0,"0","0","0","0","0","0","2","0"
"6441",3.3e+07,"08/06/1999",1,1,6,74205073,1,0,4,5,"0","1","16757163",1,0,0,0,1,0,0,"3","2","0","1","0","0","5","0"
"6442",6.6e+07,"13/03/2014",1,1,3,-7149862,4,0,5,5,"0","1","32721635",1,0,0,0,1,0,0,"10","7","0","4","1","0","1","0"
"6443",0,"15/06/2003",1,1,6,74205073,1,0,0,4,"0","1","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6444",0,"23/08/2002",1,1,8,-33273015,1,0,20,0,"0","1","245066411",1,0,0,0,0,0,0,"5","2","0","0","0","0","2","0"
"6445",0,"25/04/2014",1,1,4,-28405871,1,0,0,3,"0","0","NULL",0,0,0,0,1,0,0,"2","2","1","1","0","0","0","0"
"6446",5500000,"15/05/1981",1,1,5,21757736,1,0,1,0,"0","1","50750000",0,0,0,1,0,0,0,"4","7","0","0","0","0","1","0"
"6447",5e+05,"07/04/1989",1,1,4,-28405871,1,0,3,0,"0","1","22812411",2,0,0,0,0,0,0,"2","3","0","1","0","0","0","0"
"6448",0,"06/06/2014",1,1,6,74205073,1,0,36,0,"1","0","170128460",0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0"
"6449",9e+06,"15/06/1979",1,1,6,74205073,1,0,4,0,"0","1","25333333",2,0,0,0,0,0,0,"1","0","0","0","0","0","0","0"
"6450",30000,"26/08/2010",1,1,8,-33273015,1,0,18,3,"0","1","219076518",0,0,0,0,0,0,0,"0","1","0","0","0","0","0","0"
"6451",210000,"20/05/1988",1,1,5,21757736,1,0,0,0,"1","0","NULL",0,0,1,0,0,0,0,"1","1","0","0","0","0","0","0"
"6452",3e+06,"20/10/2010",1,1,10,-28659422,1,0,1,0,"1","0","193355800",0,0,1,0,0,0,0,"2","1","1","3","0","1","2","0"
"6453",1e+07,"09/09/2012",1,1,9,-37667937,3,0,7,4,"1","0","93525586",8,1,0,0,0,0,0,"7","6","2","4","0","0","2","2"
"6454",0,"02/07/1986",1,1,7,40981593,1,0,3,2,"1","0","37803872",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6455",0,"12/03/2004",0,0,3,-7149862,1,0,0,0,"0","1","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6456",1.1e+08,"20/10/2006",1,1,10,-28659422,2,0,25,0,"0","1","330444045",3,1,0,0,0,0,1,"7","0","0","1","0","0","1","0"
"6457",3e+07,"26/10/2010",1,1,10,-28659422,2,0,22,6,"0","1","294456605",0,0,0,0,0,0,0,"3","1","0","0","0","0","3","0"
"6458",5e+06,"10/08/1983",1,1,8,-33273015,1,0,4,0,"1","0","25000000",0,0,1,0,0,0,0,"3","3","0","0","0","0","2","1"
"6459",1.1e+08,"28/09/2011",1,1,9,-37667937,2,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6460",2.5e+07,"20/11/2015",1,1,11,31944703,1,0,23,10,"0","1","60722734",3,0,0,0,0,0,0,"1","0","0","0","0","0","2","0"
"6461",4.4e+07,"22/12/1995",1,1,12,32322910,1,0,7,3,"0","1","160638883",8,0,0,1,0,0,0,"0","0","0","0","0","0","0","0"
"6462",3900000,"14/02/2010",0,0,2,-15309317,2,0,0,0,"0","1","NULL",0,0,0,0,1,0,0,"0","0","0","0","0","0","0","0"
"6463",0,"02/09/2008",1,1,9,-37667937,1,0,0,0,"0","1","NULL",1,0,0,0,0,0,1,"0","0","0","0","0","0","0","0"
"6464",8e+07,"24/12/2000",1,1,12,32322910,1,1,19,4,"0","1","424208848",7,0,0,0,0,0,0,"2","3","0","0","0","1","2","0"
"6465",4e+07,"04/06/2010",1,1,6,74205073,1,0,16,2,"0","1","297138014",1,0,0,0,0,0,0,"3","1","0","0","0","1","1","0"
"6466",4e+07,"14/02/2013",1,1,2,-15309317,2,0,19,9,"0","1","98410061",0,0,0,0,0,0,1,"2","0","0","0","0","0","0","0"
"6467",2e+07,"18/12/1979",1,1,12,32322910,1,0,2,0,"0","1","50750000",0,0,0,0,0,0,1,"6","4","1","3","0","1","0","0"
"6468",0,"09/04/1969",1,1,4,-28405871,1,0,0,0,"1","0","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6469",0,"11/09/1993",1,0,9,-37667937,4,0,0,0,"1","0","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6470",5e+06,"05/12/2014",1,0,12,32322910,1,0,38,5,"1","0","351692268",0,0,0,0,0,0,0,"1","1","0","0","0","0","2","0"
"6471",5650000,"02/02/2011",0,0,2,-15309317,1,0,10,1,"0","1","54744738",2,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6472",3500000,"07/10/2016",0,1,10,-28659422,2,0,0,0,"NULL","NULL","NULL",0,0,1,0,0,0,0,"4","3","3","2","0","1","1","3"
"6473",8e+07,"24/10/1962",1,1,10,-28659422,1,0,1,1,"0","1","NULL",1,0,0,0,0,1,0,"3","1","0","0","0","0","0","0"
"6474",1950000,"08/11/1935",1,1,11,31944703,1,0,0,0,"0","0","NULL",1,0,0,1,0,0,0,"2","1","0","0","0","0","0","0"
"6475",1.25e+08,"20/04/2011",1,1,4,-28405871,1,0,12,5,"0","1","363164265",3,0,0,0,1,0,0,"20","19","4","23","0","0","3","0"
"6476",8e+07,"10/07/2010",1,1,7,40981593,2,0,0,5,"1","0","NULL",3,1,0,0,0,0,1,"2","0","1","2","0","0","1","0"
"6477",3.8e+07,"19/06/1997",1,1,6,74205073,1,0,12,5,"1","0","174999005",1,0,0,0,0,0,0,"0","0","0","0","0","0","1","0"
"6478",2600000,"13/04/1984",1,1,4,-28405871,1,0,1,0,"1","0","NULL",0,0,1,0,0,0,0,"0","0","0","0","0","0","0","0"
"6479",0,"13/05/1970",1,1,5,21757736,1,0,2,1,"0","1","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6480",0,"22/08/2010",1,1,8,-33273015,2,0,3,3,"0","1","120000000",4,0,0,0,0,1,0,"0","0","0","0","0","0","0","0"
"6481",4.8e+07,"24/10/2003",1,1,10,-28659422,1,0,2,1,"1","0","NULL",6,0,0,0,0,0,0,"16","9","5","6","0","0","3","0"
"6482",1e+07,"31/03/2017",1,1,3,-7149862,2,0,8,5,"0","1","758539785",6,0,0,0,1,0,0,"5","10","1","3","0","0","1","0"
"6483",2079000,"24/07/2001",1,1,7,40981593,1,0,3,0,"0","1","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6484",1.5e+07,"19/09/2013",1,1,9,-37667937,4,0,22,0,"1","0","550000000",2,0,0,0,0,0,0,"1","0","0","0","0","0","0","0"
"6485",11,"26/04/1978",1,0,4,-28405871,1,0,6,0,"0","1","117235147",5,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6486",0,"29/04/2003",0,0,4,-28405871,2,0,2,1,"0","1","2628241",0,0,0,0,0,0,0,"0","1","0","0","0","0","0","0"
"6487",3.8e+07,"06/02/2009",1,1,2,-15309317,2,0,10,3,"1","0","180622424",2,0,0,0,0,0,0,"1","4","0","0","0","0","4","0"
"6488",0,"27/05/1967",1,1,5,21757736,1,0,14,0,"0","1","50100000",0,0,0,0,0,0,0,"3","4","0","1","0","0","0","0"
"6489",3e+06,"20/01/2004",1,1,1,-50746591,2,0,7,3,"0","1","77628265",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6490",850000,"31/08/2012",1,1,8,-33273015,1,0,6,2,"1","0","16633035",0,0,0,0,0,0,0,"3","1","0","0","0","0","3","1"
"6491",0,"06/09/2014",1,1,9,-37667937,5,0,31,3,"0","1","347434178",0,1,0,0,0,0,1,"1","0","0","4","0","1","0","0"
"6492",4200000,"18/10/1990",1,1,10,-28659422,1,0,2,2,"1","0","NULL",0,0,1,0,0,0,0,"1","0","0","0","0","0","0","0"
"6493",0,"30/08/2005",1,1,8,-33273015,2,0,4,4,"0","1","850000000",0,0,0,0,0,0,0,"4","1","0","0","0","0","1","0"
"6494",6e+07,"03/08/2017",1,1,8,-33273015,2,0,0,0,"NULL","NULL","NULL",0,1,1,0,0,0,0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6495",1.3e+07,"10/02/1989",1,1,2,-15309317,1,0,3,3,"0","1","21028755",2,0,0,0,0,0,0,"1","1","0","0","0","0","0","0"
"6496",0,"09/09/2012",1,1,9,-37667937,1,0,18,5,"0","1","260696994",0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0"
"6497",0,"07/02/1986",1,1,2,-15309317,1,0,0,5,"0","1","NULL",0,0,0,0,1,0,0,"4","1","0","0","0","0","0","0"
"6498",16500000,"02/05/1997",1,1,5,21757736,2,0,2,1,"0","1","NULL",0,0,0,0,1,0,0,"3","2","0","0","0","0","3","0"
"6499",0,"30/07/1993",1,0,7,40981593,1,0,7,1,"0","1","30399676",3,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6500",1.4e+08,"25/02/2016",1,1,2,-15309317,2,0,3,5,"0","1","758539785",4,1,0,0,0,0,0,"8","7","2","5","0","0","2","0"
"6501",1.4e+07,"16/12/1988",1,1,12,32322910,2,0,3,1,"1","0","320145693",1,0,0,0,0,0,0,"2","1","0","0","0","0","1","0"
"6502",1e+07,"29/06/2016",1,1,6,74205073,2,0,0,0,"NULL","NULL","NULL",2,0,1,0,0,0,0,"6","12","0","11","0","0","2","0"
"6503",2e+07,"24/04/2009",1,1,4,-28405871,1,0,3,7,"1","0","154937680",0,0,0,0,0,0,0,"0","0","0","0","0","0","1","0"
"6504",1.1e+07,"18/12/1975",1,1,12,32322910,2,0,1,0,"0","1","136400000",5,0,0,0,0,0,0,"1","3","0","0","0","0","0","0"
"6505",1.2e+08,"27/07/2016",1,1,7,40981593,3,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6506",1e+06,"21/05/1993",0,1,5,21757736,1,0,6,0,"1","0","15429177",0,0,1,0,0,0,0,"0","0","0","0","0","0","0","0"
"6507",1.1e+07,"12/05/1995",1,1,5,21757736,1,0,3,3,"1","0","NULL",1,0,0,0,0,0,0,"3","3","0","0","0","1","2","1"
"6508",0,"01/01/2003",1,1,1,-50746591,3,0,8,1,"0","1","73648228",1,0,0,0,1,0,0,"0","0","0","0","0","1","0","0"
"6509",6e+07,"05/09/1997",1,1,9,-37667937,1,0,7,2,"0","1","47410000",0,0,0,0,1,0,0,"5","1","0","0","0","1","4","0"
"6510",0,"22/10/2008",0,0,10,-28659422,3,0,9,2,"0","1","311312624",1,0,0,0,1,0,0,"0","0","0","0","0","0","1","0"
"6511",0,"28/02/1986",1,1,2,-15309317,1,0,3,0,"0","0","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","1","0"
"6512",0,"13/05/2005",1,1,5,21757736,1,0,7,3,"0","1","80049764",6,0,0,0,0,0,0,"2","1","0","0","0","0","1","0"
"6513",2e+08,"04/11/2009",1,1,11,31944703,1,0,20,6,"0","1","1004558444",13,0,0,0,0,0,0,"0","1","1","3","0","0","0","0"
"6514",3e+06,"07/10/2005",1,1,10,-28659422,1,1,7,5,"0","1","128905366",0,0,0,0,0,0,0,"3","1","0","0","0","0","1","0"
"6515",1e+07,"25/10/1984",1,1,10,-28659422,1,0,0,1,"0","1","NULL",6,0,1,0,1,1,0,"2","1","2","0","0","0","2","0"
"6516",5e+07,"22/09/2005",1,1,9,-37667937,3,0,8,4,"1","0","655011224",12,0,0,0,1,0,0,"4","5","0","0","0","1","2","0"
"6517",2.5e+07,"16/09/2011",1,1,9,-37667937,1,0,17,2,"0","1","459359555",2,0,0,0,0,0,0,"0","0","0","1","0","0","0","0"
"6518",3.4e+07,"10/09/2014",1,1,9,-37667937,1,0,1,0,"0","1","44000000",0,0,0,0,0,1,0,"11","10","2","9","0","0","3","0"
"6519",4e+07,"11/12/1990",1,1,12,32322910,1,0,10,2,"0","1","128499205",6,0,0,0,0,0,0,"4","4","0","0","0","0","1","0"
"6520",5e+07,"23/09/2005",1,0,9,-37667937,4,0,0,4,"0","1","NULL",7,0,0,0,1,0,1,"4","1","0","0","0","0","1","0"
"6521",5e+06,"22/05/1998",1,1,5,21757736,1,0,6,1,"1","0","65595485",0,0,0,0,0,0,0,"2","2","0","0","0","1","0","0"
"6522",3e+05,"07/08/1998",1,0,8,-33273015,1,0,4,3,"0","1","34585416",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6523",4500000,"24/05/1996",1,0,5,21757736,2,0,3,0,"0","1","7241180",1,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6524",2.2e+07,"04/10/1991",1,1,10,-28659422,2,0,5,2,"0","1","23000000",2,0,0,0,0,0,0,"3","1","0","0","0","0","1","0"
"6525",8.5e+07,"14/03/2014",1,1,3,-7149862,1,0,1,2,"1","0","NULL",2,0,0,0,0,0,0,"14","14","3","4","0","0","4","1"
"6526",373000,"25/12/1926",1,0,12,32322910,1,0,2,0,"0","1","1",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6527",1.5e+07,"15/08/1986",1,1,8,-33273015,3,0,4,2,"0","1","NULL",3,0,1,0,0,0,0,"5","3","1","5","0","1","2","0"
"6528",3.5e+07,"08/07/2011",1,1,7,40981593,1,0,18,13,"1","0","171963386",2,0,0,0,1,0,0,"6","10","0","2","0","1","2","0"
"6529",1e+07,"21/10/2015",1,1,10,-28659422,1,0,0,0,"NULL","NULL","NULL",0,0,1,0,0,0,0,"6","7","1","5","0","0","1","0"
"6530",5e+07,"23/09/1994",1,1,9,-37667937,1,0,16,1,"0","1","89460381",1,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6531",2.5e+07,"26/11/1986",1,1,11,31944703,1,0,4,3,"0","1","25000000",1,0,0,0,0,0,0,"8","4","1","2","0","0","1","0"
"6532",280,"19/04/1935",1,1,4,-28405871,1,0,1,1,"0","1","NULL",0,0,0,0,0,1,0,"1","2","0","0","0","0","0","0"
"6533",2e+07,"24/08/2007",1,1,8,-33273015,1,0,13,7,"1","0","186883563",1,0,0,0,0,0,0,"0","0","0","0","0","1","0","1"
"6534",0,"29/01/2002",0,0,1,-50746591,2,0,4,1,"0","1","15000000",0,1,0,0,0,0,1,"0","0","0","0","0","0","0","0"
"6535",2.4e+07,"23/11/2010",1,1,11,31944703,1,0,15,4,"0","1","230685453",2,0,0,0,1,0,0,"8","11","2","6","0","1","1","0"
"6536",0,"29/05/1992",0,0,5,21757736,2,0,3,0,"0","1","3554460",2,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6537",3.2e+07,"31/12/2008",1,1,12,32322910,1,1,15,3,"0","1","599045960",7,0,0,1,0,0,0,"6","9","1","3","0","0","1","0"
"6538",24500000,"29/09/1986",1,0,9,-37667937,2,0,6,0,"0","1","50000000",1,0,0,1,0,0,0,"3","1","0","0","0","0","2","0"
"6539",7.5e+07,"23/11/2016",1,1,11,31944703,1,0,0,0,"NULL","NULL","NULL",2,0,0,0,0,0,1,"2","0","0","0","0","0","1","0"
"6540",7,"01/05/1992",1,1,5,21757736,1,0,8,3,"0","1","19905359",0,0,1,0,1,0,0,"3","1","0","0","0","0","3","0"
"6541",4e+07,"07/12/2006",1,1,12,32322910,1,0,0,0,"0","1","NULL",3,0,0,0,0,0,0,"10","11","2","6","0","0","2","0"
"6542",2100000,"25/12/1946",1,1,12,32322910,1,0,2,0,"0","1","NULL",1,0,0,1,0,0,0,"3","1","0","0","0","0","0","0"
"6543",1e+07,"06/10/1995",1,1,10,-28659422,1,0,7,2,"1","0","73326666",1,0,0,0,0,0,0,"3","1","0","0","0","1","6","1"
"6544",1.6e+07,"28/05/2004",1,1,5,21757736,1,0,10,2,"0","1","79958599",0,0,0,0,0,0,0,"0","0","0","0","0","1","0","0"
"6545",0,"16/02/1990",1,1,2,-15309317,2,0,7,0,"1","0","41744718",1,1,1,0,0,0,0,"1","0","0","0","0","0","1","0"
"6546",10200000,"08/06/2007",1,1,6,74205073,1,0,2,0,"1","0","NULL",2,0,1,0,0,0,0,"1","1","0","0","0","0","1","0"
"6547",250000,"31/08/2001",1,0,8,-33273015,1,0,7,1,"1","0","96618699",0,0,0,0,0,0,0,"0","0","0","0","0","1","0","1"
"6548",3.5e+07,"06/12/2013",1,1,12,32322910,2,0,13,2,"0","1","403170142",0,0,0,1,0,0,0,"0","2","0","0","0","0","0","0"
"6549",1e+07,"11/11/2016",1,1,11,31944703,2,0,29,5,"1","0","550000000",1,0,0,0,0,0,0,"6","3","1","3","0","0","2","0"
"6550",0,"11/03/2005",1,1,3,-7149862,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6551",2500000,"01/06/1956",1,1,6,74205073,1,0,5,0,"0","1","36764313",10,0,0,0,1,1,0,"5","5","1","2","0","0","0","0"
"6552",1.7e+07,"11/11/2016",1,1,11,31944703,1,0,7,0,"1","0","102244770",2,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6553",6e+06,"05/09/2008",1,0,9,-37667937,1,0,21,0,"0","1","171120329",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6554",1.1e+07,"06/10/2013",1,0,10,-28659422,3,0,8,7,"0","1","276572938",12,0,0,0,0,0,0,"3","2","0","0","0","0","1","0"
"6555",1e+06,"08/11/1984",1,1,11,31944703,1,0,0,0,"0","1","NULL",0,1,1,0,0,0,0,"0","0","0","0","0","0","0","0"
"6556",5e+07,"13/10/1999",1,0,10,-28659422,1,0,20,5,"0","1","296000000",7,0,0,0,0,0,0,"6","1","0","0","0","0","1","1"
"6557",0,"16/09/1992",1,1,9,-37667937,1,0,4,0,"0","1","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6558",65700,"07/09/1975",0,1,9,-37667937,1,0,0,0,"0","1","NULL",0,0,0,0,0,0,1,"1","0","0","0","0","0","0","0"
"6559",1.8e+07,"25/07/2013",1,1,7,40981593,1,0,23,6,"1","0","1021103568",23,0,0,0,0,0,0,"1","1","0","0","0","0","3","0"
"6560",218,"19/10/2003",1,0,10,-28659422,1,0,0,0,"0","0","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6561",0,"23/02/2017",0,0,2,-15309317,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6562",350000,"09/05/2002",0,1,5,21757736,1,0,1,1,"0","1","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6563",3e+07,"20/07/1988",1,1,7,40981593,1,0,9,0,"0","1","50000000",1,0,0,0,1,0,0,"4","2","0","1","0","0","1","0"
"6564",2.8e+07,"25/08/2000",1,1,8,-33273015,1,0,9,2,"1","0","262797249",0,0,0,0,0,0,0,"0","0","0","0","0","0","1","1"
"6565",0,"27/04/2007",1,1,4,-28405871,1,0,1,4,"0","1","190320568",0,0,0,0,0,0,0,"8","4","2","5","0","0","0","0"
"6566",0,"15/02/2006",1,0,2,-15309317,1,0,0,7,"1","0","NULL",0,0,0,0,0,0,0,"3","1","0","0","0","0","2","0"
"6567",2.6e+07,"16/10/2014",1,1,10,-28659422,1,0,16,12,"1","0","694713380",4,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6568",8e+07,"10/02/2011",1,1,2,-15309317,1,0,20,8,"0","1","237681299",7,0,0,0,0,0,0,"3","8","1","0","0","0","1","0"
"6569",6e+06,"07/07/2011",1,1,7,40981593,1,0,22,7,"0","1","210000000",0,0,0,0,1,0,0,"2","4","0","0","0","0","2","0"
"6570",7e+07,"10/10/2008",1,1,10,-28659422,2,0,14,5,"0","1","193772504",16,0,0,0,0,0,0,"19","5","2","3","0","0","3","0"
"6571",3.3e+07,"17/08/2000",1,1,8,-33273015,2,0,7,6,"1","0","77745568",0,0,1,0,0,0,0,"12","13","1","4","0","1","3","0"
"6572",2e+07,"06/11/2015",1,1,11,31944703,2,0,29,4,"0","1","1519557910",3,0,0,1,0,0,0,"13","14","5","6","0","0","0","0"
"6573",0,"16/09/2015",1,1,9,-37667937,0,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6574",7.2e+07,"21/12/2001",1,1,12,32322910,1,0,13,5,"0","1","351583407",2,0,0,0,0,0,0,"2","2","2","0","0","0","1","0"
"6575",0,"06/04/2015",1,0,4,-28405871,1,0,0,0,"0","0","NULL",0,0,0,0,0,0,0,"2","1","0","0","0","0","0","0"
"6576",9500000,"03/04/2009",1,1,4,-28405871,1,0,3,9,"0","1","NULL",1,0,0,0,0,0,0,"3","2","0","0","0","0","1","0"
"6577",7900000,"06/02/2015",0,1,2,-15309317,1,0,15,3,"0","1","21000000",2,0,0,0,0,0,0,"1","0","0","0","0","0","0","0"
"6578",0,"12/07/2013",1,1,7,40981593,2,0,54,4,"0","1","330444045",3,0,0,0,0,0,0,"7","3","0","2","0","1","0","0"
"6579",0,"26/08/2016",0,0,8,-33273015,1,0,4,0,"0","1","80768",0,0,0,0,0,0,0,"3","0","0","8","0","0","0","0"
"6580",1.3e+08,"14/07/2015",1,1,7,40981593,1,0,26,6,"0","1","219076518",4,0,0,0,0,0,0,"31","19","4","7","0","0","2","0"
"6581",3e+07,"23/09/2011",1,1,9,-37667937,1,0,16,6,"0","1","333011068",6,0,0,0,1,0,0,"4","1","0","0","0","0","1","0"
"6582",1e+07,"04/02/2016",1,1,2,-15309317,1,0,3,6,"0","1","93820758",1,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"6583",6.5e+07,"06/11/2005",1,1,11,31944703,1,0,0,2,"0","1","NULL",2,1,0,0,0,0,1,"4","6","0","0","0","0","1","0"
"6584",7e+05,"02/08/2003",0,0,8,-33273015,1,1,0,0,"0","0","NULL",0,0,0,0,1,0,0,"0","0","0","0","0","0","0","0"
"6585",4.3e+07,"13/05/2005",1,1,5,21757736,2,0,15,0,"1","0","170128460",2,0,0,0,0,0,0,"3","1","0","0","0","0","2","1"
"6586",0,"11/05/1990",1,0,5,21757736,1,0,0,1,"1","0","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","1"
